num_compra,cliente,vendedor,tipo_de_mercadoria,filial,data_compra,valor_compra,imposto,cpf_na_nota,produto_devolvido,motivo_devolucao
24208091,1818,LUCAS,"TV LED DE 32""",Loja Manicoré,2020-04-07 08:46:11.585,2228.3999999999996,100.27799999999998,Não,Sim,Antecipação de troca
22805088,1870,DENNYS,SMART MULTISIM LIVRE,Loja Manicoré,2020-04-07 08:53:15.468,467.88000000000005,21.0546,Não,Sim,Insatisfação com o atendimento
26032513,1906,MILENA,"TV LED DE 48"" À 54""",Loja Manicoré,2020-04-07 09:02:16.044,7004.64,315.2088,Não,Sim,Antecipação de troca
26143748,2391,VENDAS,SMARTPHONE LIVRE,Loja Manicoré,2020-04-07 09:24:27.805,1892.5800000000002,85.1661,Não,Não,Sem devolução
26087144,2517,AUTO,"TV LED DE 40"" À 43""",Loja Manicoré,2020-04-07 09:26:52.897,2388.0,107.46,Não,Não,Sem devolução
25559675,3405,HAROLDO,"TV 4K ATÉ 59""",Loja Manicoré,2020-04-07 09:41:55.367,4804.08,216.18359999999998,Não,Sim,Insatisfação com o atendimento
25297036,3560,LUIZ,"TV 4K DE 60"" À 69""",Loja Manicoré,2020-04-07 10:01:34.754,3060.0,137.7,Não,Não,Sem devolução
26266467,3888,CLAUDIO,"TV LED DE 21"" À 24""",Loja Manicoré,2020-04-07 10:11:23.418,3714.72,167.1624,Não,Sim,Defeito do produto
24600640,4028,TAYANE,FERRO SECO,Loja Lábrea,2020-04-07 10:30:55.668,9.056,0.40751999999999994,Não,Não,Sem devolução
25877300,4232,RISONEIDE,PROCESSADOR ALIMENTO,Loja Manicoré,2020-04-07 10:53:31.561,65.91199999999999,2.9660399999999996,Não,Não,Sem devolução
24578608,4369,ARLETE,GRILL,Loja Manicoré,2020-04-07 11:17:50.522,124.572,5.60574,Não,Sim,Antecipação de troca
22032331,4456,SIMONE,SANDUICHEIRA,Loja Autazes,2020-04-07 11:43:49.024,22.14,0.9963,Não,Sim,Insatisfação com o atendimento
24492587,4464,MARIA,CAFETEIRA,Loja Lábrea,2020-04-07 11:55:57.308,24.427999999999997,1.09926,Não,Não,Sem devolução
24214387,4491,JESSICA,MIXER,Loja Lábrea,2020-04-07 12:30:07.180,44.57599999999999,2.0059199999999997,Não,Não,Sem devolução
26043628,4591,KELEN,ASPIRADOR,Loja Lábrea,2020-04-07 13:00:48.607,300.156,13.507019999999999,Não,Não,Sem devolução
22107702,4775,ELLIDA,SALA DE JANTAR 5 PÇS,Loja Lábrea,2020-04-07 13:29:59.655,17.392,0.7826399999999999,Não,Não,Sem devolução
22414878,4863,TAINARA,COPA 04 PEÇAS,Loja Manicoré,2020-04-07 13:37:33.207,352.73600000000005,15.873120000000002,Não,Não,Sem devolução
25346068,6085,MARCIANA,BICICL ADULTO MASC,Loja Manicoré,2020-04-07 14:24:20.160,29.075999999999997,1.30842,Não,Não,Sem devolução
26121464,6750,CLARA,BIC JUVENIL/MOTONETA,Loja Manicoré,2020-04-07 15:06:46.724,63.512,2.85804,Não,Não,Sem devolução
24649790,7245,SYANNE,BIC INFANTIL/CROSS,Loja Manicoré,2020-04-07 15:11:25.906,32.072,1.44324,Não,Não,Sem devolução
23290463,7553,IVANI,BICICL ADULTO FEM,Loja Manicoré,2020-04-07 17:04:53.903,116.824,5.257079999999999,Não,Não,Sem devolução
23717936,7592,ELAINE,FREEZER HORIZONTAL,Loja Manicoré,2020-04-07 19:12:44.251,35.672000000000004,1.6052400000000002,Não,Sim,Problema na Entrega
24649592,7654,GEORGETE,GELADEIRA 1 PORTA,Loja Manicoré,2020-04-08 09:03:07.114,51.327999999999996,2.30976,Não,Não,Sem devolução
22335727,8019,KAROLINE,SECADORA DE ROUPA,Loja Manicoré,2020-04-08 10:14:08.324,125.86400000000002,5.663880000000001,Não,Sim,Antecipação de troca
22633345,8031,CRISTIANO,FREEZER VERTICAL,Loja Manicoré,2020-04-08 10:17:51.335,205.98000000000002,9.2691,Não,Não,Sem devolução
23717880,8128,DANIEL,GELADEIRA 2P CDF,Loja Manicoré,2020-04-08 10:33:27.541,267.036,12.01662,Não,Não,Sem devolução
23286849,8832,TELMARA,GELADEIRA 2P FF,Loja Manicoré,2020-04-08 10:45:14.995,174.188,7.8384599999999995,Não,Não,Sem devolução
26125645,8899,WILDES,FRIGOBAR,Loja Lábrea,2020-04-08 10:55:43.266,19.84,0.8927999999999999,Não,Não,Sem devolução
22700148,9174,JANDERSON,TRICICLO,Loja Manicoré,2020-04-08 11:04:28.971,83.784,3.77028,Não,Sim,Defeito do produto
23616257,9467,MARIA,BONECOS,Loja Manicoré,2020-04-08 11:32:10.369,65.79199999999999,2.9606399999999993,Não,Sim,Insatisfação com o produto
25333468,9531,ELESON,CARRO/MOTO ELÉTRICA,Loja Manicoré,2020-04-08 12:06:39.647,37.708,1.6968599999999998,Não,Sim,Problema na Entrega
24861133,9736,ALEXANDRE,CARRO / MOTO PEDAL,Loja Manicoré,2020-04-08 12:29:55.837,9.116,0.41022,Não,Sim,Problema na Entrega
24637375,9874,ALEX,PATINS/PATINETE/SKAT,Loja Manicoré,2020-04-08 12:32:19.411,64.536,2.90412,Não,Sim,Insatisfação com o atendimento
26002211,10055,ANA,MÁQUINA DE COSTURA,Loja Manicoré,2020-04-08 13:04:09.328,62.99199999999999,2.8346399999999994,Não,Sim,Problema na Entrega
22973778,11161,SYLVIA,PANELEIRO DE AÇO,Loja Manicoré,2020-04-08 13:09:10.812,17.136,0.7711199999999999,Não,Não,Sem devolução
23478733,11969,KARINA,BEBEDOURO DE COLUNA,Loja Manicoré,2020-04-08 14:32:43.487,12.195999999999998,0.5488199999999999,Não,Sim,Defeito do produto
23065656,12079,JOCILENE,BEBEDOURO DE MESA,Loja Lábrea,2020-04-08 15:29:00.610,80.892,3.6401399999999997,Não,Não,Sem devolução
23261111,12186,RICARDO,FOGÃO 4 BOCAS,Loja Lábrea,2020-04-08 15:50:04.393,83.36,3.7512,Não,Não,Sem devolução
23616279,12306,ARIEL,FOGÃO 5 BOCAS,Loja Manicoré,2020-04-08 17:56:07.106,7.0,0.315,Não,Não,Sem devolução
24588091,12448,MARIA,FOGÃO 6 BOCAS,Loja Lábrea,2020-04-08 19:35:09.864,8.531999999999998,0.3839399999999999,Não,Sim,Problema na Entrega
24939495,12567,DIEGO,PURIFICADOR DE ÁGUA,Loja Manicoré,2020-04-08 20:28:29.457,38.308,1.72386,Não,Não,Sem devolução
26052892,12572,WANDERLEY,CAMA BOX/AMER CASAL,Loja Manicoré,2020-04-09 08:49:39.145,11.475999999999999,0.51642,Não,Não,Sem devolução
25930958,12873,EZEQUIEL,COLCHÃO ESPUMA CASAL,Loja Manicoré,2020-04-09 10:14:33.350,30.636,1.37862,Não,Sim,Defeito do produto
22740938,13330,INELSINO,COLCH ORTOP/SEM SOLT,Loja Manicoré,2020-04-09 12:11:45.900,38.44,1.7297999999999998,Não,Sim,Antecipação de troca
24720562,13651,ADSON,COLCH ORTOP/SEMI CAS,Loja Manicoré,2020-04-09 13:18:42.524,31.355999999999998,1.41102,Não,Não,Sem devolução
22812413,13668,MARIA,COLCHÃO ESPUMA SOLT,Loja Manicoré,2020-04-09 14:04:09.411,18.0,0.8099999999999999,Não,Não,Sem devolução
22784319,13924,MARLISON,COLCHÃO MOLA CASAL,Loja Manicoré,2020-04-09 14:12:14.689,9.592,0.43164,Não,Sim,Insatisfação com o atendimento
22145548,13950,CONCINETE,TRAVESS E ALMOFADAS,Loja Manicoré,2020-04-09 14:41:08.477,24.468,1.10106,Não,Não,Sem devolução
24819837,14107,RAINER,COLCHÃO P/ BERÇO,Loja Manicoré,2020-04-09 15:33:59.365,19.855999999999998,0.8935199999999999,Não,Sim,Defeito do produto
26277087,14212,JAQUELINE,CAMA BOX/AMER SOLT,Loja Manicoré,2020-04-09 16:28:52.635,22.636,1.0186199999999999,Não,Sim,Insatisfação com o atendimento
21856714,14378,SUELEN,FORNO MICRO-ONDAS,Loja Manicoré,2020-04-09 16:34:42.608,13.591999999999999,0.61164,Não,Não,Sem devolução
24039926,14513,JEAN,SPLIT INV10001À18000,Loja Lábrea,2020-04-09 21:45:40.691,1199.04,53.956799999999994,Não,Sim,Problema na Entrega
22917330,14568,JOSAEL,SPLIT ATÉ 8500 BTUS,Loja Lábrea,2020-04-10 01:23:45.114,1401.84,63.08279999999999,Não,Sim,Insatisfação com o produto
25209490,14607,MARIA,ACESS ELETROPORTÁTIL,Loja Lábrea,2020-04-10 09:08:32.941,10.868,0.48906,Não,Não,Sem devolução
22033518,15236,ARIOSTO,TOSTADOR/TORRADEIRA,Loja Manicoré,2020-04-10 09:36:18.204,50.012,2.25054,Não,Sim,Insatisfação com o produto
23250816,17315,NILTON,LAVADORA DE PRESSÃO,Loja Manicoré,2020-04-10 11:51:44.813,224.25599999999997,10.09152,Não,Não,Sem devolução
22001581,17332,ENEIAS,PAN ELÉT/PIPOQ/COZED,Loja Manicoré,2020-04-10 13:49:52.679,64.612,2.9075399999999996,Não,Sim,Problema na Entrega
26183180,17376,ROZANI,FORNO ELÉTRICO,Loja Manicoré,2020-04-10 14:17:05.065,127.472,5.73624,Não,Sim,Insatisfação com o produto
24698978,24217,JOSELIA,LIQUIDIF ACIMA 3 VEL,Loja Manicoré,2020-04-10 17:41:12.035,305.972,13.76874,Não,Não,Sem devolução
23460477,25731,LUCIANE,LIQUIDIF ATÉ 3 VELOC,Loja Manicoré,2020-04-10 21:26:58.043,177.492,7.987139999999999,Não,Não,Sem devolução
22210964,25935,PATRICIA,FERRO À VAPOR,Loja Manicoré,2020-04-11 07:39:17.144,148.93599999999998,6.702119999999999,Não,Sim,Defeito do produto
23801141,25945,LEONARDO,DEPURADOR DE AR,Loja Manicoré,2020-04-11 09:40:45.316,163.396,7.3528199999999995,Não,Sim,Antecipação de troca
24386546,26001,TIAGO,COOKTOP À GÁS,Loja Manicoré,2020-04-11 10:23:51.626,37.151999999999994,1.6718399999999998,Não,Não,Sem devolução
24748017,26026,AUTO,LAVA-LOUÇAS,Loja Manicoré,2020-04-11 10:47:08.816,152.00799999999998,6.840359999999999,Não,Sim,Antecipação de troca
26027930,27210,MARCIA,FORNO À GÁS,Loja Manicoré,2020-04-11 10:53:48.379,57.488,2.58696,Não,Não,Sem devolução
23269987,27235,CLEONICE,CORTINA DE AR/CLIMAT,Loja Manicoré,2020-04-11 13:43:38.800,98.72399999999999,4.4425799999999995,Não,Sim,Antecipação de troca
26027202,27275,ANEZIA,PRIMEIRA INFÂNCIA,Loja Manicoré,2020-04-11 15:24:44.887,150.07999999999998,6.753599999999999,Não,Sim,Insatisfação com o produto
24515506,27434,NAILTOM,EDUCATIVO/PRÉ-ESCOLA,Loja Manicoré,2020-04-11 15:48:29.042,58.736,2.6431199999999997,Não,Não,Sem devolução
25271905,27465,JACKSON,QUEBRA-CABEÇA,Loja Manicoré,2020-04-11 16:31:59.491,133.244,5.995979999999999,Não,Sim,Defeito do produto
24296439,27517,DANIEL,JOGOS DIVERSOS BRINQ,Loja Manicoré,2020-04-11 18:33:43.422,265.976,11.968919999999999,Não,Sim,Insatisfação com o produto
21988405,27583,ROSIANE,BONECAS,Loja Manicoré,2020-04-11 22:06:26.604,379.84799999999996,17.093159999999997,Não,Sim,Insatisfação com o atendimento
23107441,27605,PAULO,PISCINA,Loja Manicoré,2020-04-12 08:42:08.926,115.53199999999998,5.1989399999999995,Não,Não,Sem devolução
25307520,27632,EUGENIO,CAMPING,Loja Manicoré,2020-04-12 10:02:24.415,57.844,2.60298,Não,Não,Sem devolução
22032740,27688,RAIMUNDO,POTES,Loja Autazes,2020-04-12 13:44:30.624,26.34,1.1853,Não,Não,Sem devolução
23798310,27766,AREOLINA,ACESS DE COZINHA,Loja Manicoré,2020-04-12 14:23:51.182,10.296,0.46331999999999995,Não,Não,Sem devolução
22153097,27783,OZANIRA,VARAL,Loja Lábrea,2020-04-12 15:55:33.922,23.427999999999997,1.0542599999999998,Não,Não,Sem devolução
24924461,27792,MIQUEIAS,CHURRASQUEIRA,Loja Lábrea,2020-04-12 16:01:37.881,13.708,0.61686,Não,Sim,Insatisfação com o atendimento
24381633,27869,NADIJANARA,GRELHAS/ESPETOS/ACES,Loja Lábrea,2020-04-12 17:24:31.188,67.616,3.04272,Não,Sim,Antecipação de troca
25678697,27909,LUIZ,BULE/CHALEIRA,Loja Lábrea,2020-04-12 17:42:39.449,30.883999999999997,1.3897799999999998,Não,Não,Sem devolução
23343235,27912,GEDEAO,JARRAS,Loja Lábrea,2020-04-12 20:46:03.261,156.716,7.05222,Não,Sim,Antecipação de troca
26071084,28026,FABRIZIO,GINÁSTICA/MUSCULAÇÃO,Loja Lábrea,2020-04-13 01:02:48.098,24.951999999999998,1.1228399999999998,Não,Sim,Antecipação de troca
23794567,28032,NATALINA,GARRAFAS,Loja Lábrea,2020-04-13 06:05:08.873,23.536,1.05912,Não,Sim,Insatisfação com o atendimento
22474588,28043,AUTO,SAPATEIRA/MULTI-USO,Loja Lábrea,2020-04-13 07:09:22.468,28.48,1.2816,Não,Sim,Insatisfação com o atendimento
24765932,28069,DANIEL,MERGULHO,Loja Manicoré,2020-04-13 09:00:11.077,26.432,1.1894399999999998,Não,Não,Sem devolução
24313851,28107,ILCIA,REL MASC AUTOMÁTICO,Loja Lábrea,2020-04-13 09:48:28.359,38.6,1.737,Não,Não,Sem devolução
24311018,28181,ANA,RELÓGIO MASC ANALÓG,Loja Lábrea,2020-04-13 09:52:08.295,3.56,0.1602,Não,Sim,Insatisfação com o atendimento
22476029,28211,JULIANA,RELÓGIO FEM ANALÓG,Loja Lábrea,2020-04-13 10:06:03.948,88.916,4.00122,Não,Sim,Insatisfação com o atendimento
24660686,28300,GABRIEL,RELÓGIO PULSO INF-JU,Loja Lábrea,2020-04-13 10:28:02.177,125.444,5.64498,Não,Não,Sem devolução
25383921,29776,AMANDA,CAIXA ACÚSTICA,Loja Manicoré,2020-04-13 10:39:37.700,30.627999999999997,1.3782599999999998,Não,Não,Sem devolução
22131998,30646,ANDERSON,ALTO-FALANTES,Loja Manicoré,2020-04-13 11:06:28.474,43.016,1.9357199999999999,Não,Sim,Defeito do produto
22814135,30997,TALITA,BATEDEIRA,Loja Manicoré,2020-04-13 11:59:29.773,48.776,2.19492,Não,Não,Sem devolução
25760918,31998,SELMA,CENTRÍFUGA ELETROPOR,Loja Manicoré,2020-04-13 12:13:06.517,30.512,1.37304,Não,Não,Sem devolução
23196262,32005,THAIS,BARBEADOR,Loja Autazes,2020-04-13 12:13:10.071,9.931999999999999,0.44693999999999995,Não,Não,Sem devolução
24204937,32361,ESTELLAYNE,DEPILADOR/APARADOR,Loja Manicoré,2020-04-13 12:19:19.838,12.64,0.5688,Não,Não,Sem devolução
24906820,32458,PAULIANE,MÁQ CORTAR CABELO,Loja Manicoré,2020-04-13 13:02:13.834,27.676,1.24542,Não,Sim,Antecipação de troca
24672183,32990,ELIANA,VAPORIZADOR,Loja Manicoré,2020-04-13 13:02:54.359,62.06,2.7927,Não,Não,Sem devolução
25199996,33352,EVANDRA,ACESS FERRAMENTAS,Loja Manicoré,2020-04-13 13:59:42.116,18.608,0.83736,Não,Não,Sem devolução
24082654,33493,ALEXSANDRO,ESMERILHADEIRA,Loja Manicoré,2020-04-13 14:12:38.996,38.304,1.72368,Não,Sim,Insatisfação com o atendimento
23747298,33881,JERUZA,LIXADEIRA,Loja Manicoré,2020-04-13 14:35:13.000,50.28399999999999,2.2627799999999993,Não,Sim,Insatisfação com o atendimento
22506266,34798,LEYDE,SERRA MÁRMORE,Loja Manicoré,2020-04-13 17:37:55.075,30.464,1.3708799999999999,Não,Não,Sem devolução
23368294,35417,EDUARDA,SERRA TICO-TICO,Loja Manicoré,2020-04-13 17:49:33.768,57.988,2.60946,Não,Não,Sem devolução
22998844,35553,MAIRA,MARTELETE,Loja Manicoré,2020-04-13 18:38:24.119,91.928,4.13676,Não,Sim,Insatisfação com o atendimento
26144464,35958,SIMONE,FURADEIRA,Loja Manicoré,2020-04-13 19:06:07.127,52.236,2.3506199999999997,Não,Não,Sem devolução
25553406,36023,GEZIELA,BROCAS,Loja Manicoré,2020-04-13 19:34:41.859,18.304,0.8236799999999999,Não,Sim,Problema na Entrega
26144971,36179,REBECA,FURADEIRA/PARAFUSADE,Loja Manicoré,2020-04-13 19:46:17.061,6.559999999999999,0.2951999999999999,Não,Não,Sem devolução
22085448,36545,DHULEN,PARAFUSADEIRA,Loja Lábrea,2020-04-14 08:39:12.771,15.203999999999999,0.6841799999999999,Não,Não,Sem devolução
22059034,38053,CATARINE,SERRA CIRCULAR,Loja Lábrea,2020-04-14 08:57:38.973,70.056,3.1525199999999995,Não,Sim,Insatisfação com o atendimento
22251551,38950,MARIA,REL MASC ANA/DIGITAL,Loja Lábrea,2020-04-14 09:22:49.227,32.239999999999995,1.4507999999999996,Não,Sim,Insatisfação com o atendimento
25709897,39046,ZENILSON,BANDEJ/TRAVES/BAIXEL,Loja Manicoré,2020-04-14 09:59:19.413,23.652,1.06434,Não,Não,Sem devolução
23111050,39532,AUTO,FRUTEIRA,Loja Manicoré,2020-04-14 10:19:10.173,110.30799999999999,4.9638599999999995,Não,Não,Sem devolução
24668817,40501,AMARILDO,UTENS. DE MESA,Loja Manicoré,2020-04-14 10:29:44.661,76.232,3.43044,Não,Sim,Antecipação de troca
25057789,40859,RODRIGO,FAQUEIRO,Loja Manicoré,2020-04-14 10:53:58.084,45.443999999999996,2.04498,Não,Sim,Insatisfação com o produto
25540442,41405,ANA,FRIGIDEIRA,Loja Manicoré,2020-04-14 10:54:23.207,27.599999999999998,1.2419999999999998,Não,Sim,Problema na Entrega
22058449,42063,MILIANE,ASSADEIRAS/FÔRMAS,Loja Manicoré,2020-04-14 10:55:56.513,11.192,0.50364,Não,Não,Sem devolução
24142178,42930,ALLAN,CUTELARIA,Loja Manicoré,2020-04-14 11:02:50.251,42.564,1.9153799999999999,Não,Sim,Insatisfação com o produto
24719648,44832,LUZINEIDE,P/JARD/AGRÍC MANUAL,Loja Manicoré,2020-04-14 11:31:37.047,65.784,2.96028,Não,Não,Sem devolução
23288834,44997,SIDNEY,UTENSÍLIO DOMÉSTICO,Loja Manicoré,2020-04-14 11:51:43.273,18.848,0.8481599999999999,Não,Não,Sem devolução
24466090,45992,HELIO,CONJ LOUÇA JANTAR,Loja Manicoré,2020-04-14 11:56:24.193,38.151999999999994,1.7168399999999997,Não,Sim,Insatisfação com o produto
25588076,46571,JOHNNATTHAS,CAÇAROLA,Loja Lábrea,2020-04-14 12:00:38.749,1.5919999999999999,0.07164,Não,Não,Sem devolução
22260682,46613,SUELLEN,CALDEIRÃO,Loja Lábrea,2020-04-14 12:12:35.720,4.232,0.19044,Não,Sim,Antecipação de troca
23300593,50567,JOHNE,PANELAS,Loja Lábrea,2020-04-14 12:40:42.666,2.064,0.09288,Não,Não,Sem devolução
24518625,51493,SIMONE,SUP AÉREO/BARRA/GANC,Loja Lábrea,2020-04-14 13:03:53.608,1.024,0.046079999999999996,Não,Não,Sem devolução
25856284,51887,JOZINALDO,TÁBUAS DE PASSAR,Loja Lábrea,2020-04-14 14:16:12.238,2.8640000000000003,0.12888000000000002,Não,Sim,Defeito do produto
25079244,52221,LUILMA,COMPL COZ DE AÇO,Loja Lábrea,2020-04-14 16:27:32.161,24.592,1.1066399999999998,Não,Não,Sem devolução
24195468,52284,PRISCILA,SALADEIRAS/SOPEIRAS,Loja Lábrea,2020-04-14 16:55:09.561,2.596,0.11682,Não,Não,Sem devolução
23804688,52711,DENIS,CONJ DE PANELAS,Loja Lábrea,2020-04-14 16:55:32.743,24.275999999999996,1.0924199999999997,Não,Não,Sem devolução
23805467,54894,ICARO,CONJ DE SOBREMESA,Loja Lábrea,2020-04-14 17:04:06.978,29.72,1.3374,Não,Sim,Insatisfação com o produto
22698869,56253,GLENDA,FERVEDOR/LEITEIRA,Loja Manicoré,2020-04-14 18:43:56.789,9.159999999999998,0.4121999999999999,Não,Sim,Insatisfação com o atendimento
25947835,56417,INGRA,ESCORREDOR,Loja Manicoré,2020-04-14 20:41:45.399,48.199999999999996,2.1689999999999996,Não,Não,Sem devolução
25948525,56424,RAFAELA,RECHAUD/FONDUE,Loja Manicoré,2020-04-14 21:06:10.726,5.408,0.24336000000000002,Não,Sim,Insatisfação com o produto
23844191,56902,NATHALIA,APARELHO DVD,Loja Manicoré,2020-04-14 21:52:19.037,89.488,4.02696,Não,Não,Sem devolução
22463354,57782,NADSON,CABOS E CAPAS,Loja Lábrea,2020-04-14 22:39:50.727,35.744,1.60848,Não,Sim,Insatisfação com o atendimento
22486421,57941,LEANDRO,BOTIJA GÁS/CJ LIGAÇÃ,Loja Lábrea,2020-04-14 22:43:23.863,42.98,1.9340999999999997,Não,Não,Sem devolução
24177930,58425,AUTO,PEN DRIVE,Loja Lábrea,2020-04-15 06:03:04.953,14.732,0.66294,Não,Não,Sem devolução
22369476,58867,WOLLACE,ACESS P/ SMARTPHONES,Loja Manicoré,2020-04-15 07:43:53.930,55.784,2.51028,Não,Não,Sem devolução
23838825,59013,KAIK,FONE OUVIDO IN EAR,Loja Manicoré,2020-04-15 08:14:57.921,65.39999999999999,2.9429999999999996,Não,Não,Sem devolução
25059059,59562,MARIVONE,RECARGA VIRTUAL,Loja Autazes,2020-04-15 08:37:50.843,47.376,2.13192,Não,Sim,Insatisfação com o atendimento
21861506,60322,YVELIZE,CONSOLES,Loja Lábrea,2020-04-15 08:42:12.935,16.66,0.7497,Não,Não,Sem devolução
24677772,60800,AUTO,CARRINHOS & CIA,Loja Autazes,2020-04-15 08:48:05.496,14.0,0.63,Não,Sim,Defeito do produto
25372451,63292,OTAVIO,BLOCOS DE MONTAR,Loja Autazes,2020-04-15 09:06:57.793,8.671999999999999,0.3902399999999999,Não,Não,Sem devolução
25674187,64194,FABIANA,BOMBA D'ÁGUA,Loja Autazes,2020-04-15 09:23:12.659,2.392,0.10763999999999999,Não,Não,Sem devolução
24912787,66213,LUCAS,CADEIRA JD/PISCINA,Loja Autazes,2020-04-15 09:24:26.554,14.0,0.63,Não,Sim,Insatisfação com o produto
25734022,66657,MONICA,CADEIRA DE BAR,Loja Autazes,2020-04-15 09:27:10.742,21.992,0.98964,Não,Sim,Antecipação de troca
25674186,66685,MARINETE,MESA PLÁSTICA,Loja Autazes,2020-04-15 09:38:53.718,21.508,0.9678599999999999,Não,Não,Sem devolução
25372281,68213,ANDRE,CARTUCHO IMPRESSORA,Loja Autazes,2020-04-15 10:25:38.744,16.756,0.75402,Não,Não,Sem devolução
25910288,69199,ALEXANDRE,MULTIFUNÇÃO,Loja Autazes,2020-04-15 10:26:42.850,9.427999999999999,0.4242599999999999,Não,Sim,Problema na Entrega
25675428,70314,MARIA,IMPRESSORA,Loja Lábrea,2020-04-15 10:41:55.649,19.54,0.8793,Não,Sim,Defeito do produto
24421168,70643,ROBSON,PROJETOR,Loja Lábrea,2020-04-15 11:02:29.150,19.572,0.88074,Não,Não,Sem devolução
22988640,70749,JONAS,BATERIA P/ AUTOMÓVEL,Loja Lábrea,2020-04-15 11:04:07.039,34.711999999999996,1.5620399999999999,Não,Não,Sem devolução
26133572,70878,FABIO,BATERIA P/ MOTO,Loja Lábrea,2020-04-15 12:02:44.638,27.695999999999998,1.2463199999999999,Não,Sim,Defeito do produto
24604647,71315,AMANDA,BRINC E FAZ DE CONTA,Loja Manicoré,2020-04-15 12:26:55.117,9.296,0.41831999999999997,Não,Não,Sem devolução
23294984,71356,SIDNEY,RACK,Loja Manicoré,2020-04-15 14:08:14.477,35.216,1.58472,Não,Não,Sem devolução
25722757,72185,JAMES,MESA DE CENTRO,Loja Manicoré,2020-04-15 14:41:26.689,51.45599999999999,2.3155199999999994,Não,Sim,Defeito do produto
22463838,73038,ELIAS,CONJ DE CHÁ E CAFÉ,Loja Lábrea,2020-04-15 15:11:26.881,1.7519999999999998,0.07884,Não,Não,Sem devolução
22087825,73232,JULIO,CERCADO,Loja Lábrea,2020-04-15 15:17:25.110,17.656,0.7945199999999999,Não,Não,Sem devolução
25316388,73442,NATALIA,CARRINHO DE BEBÊ,Loja Manicoré,2020-04-15 15:22:25.431,71.81599999999999,3.2317199999999993,Não,Sim,Insatisfação com o atendimento
24062883,73602,ELEN,ASSENTO P/ AUTO,Loja Manicoré,2020-04-15 17:44:18.869,270.44,12.169799999999999,Não,Não,Sem devolução
26036168,73870,RICARDO,CADEIRÃO,Loja Manicoré,2020-04-15 18:15:04.498,331.2,14.903999999999998,Não,Não,Sem devolução
26153264,74120,ALLAN,TELEF CONVENC S/FIO,Loja Lábrea,2020-04-15 18:24:08.845,1.8319999999999999,0.08243999999999999,Não,Não,Sem devolução
26051189,74155,MARCIA,DVD COMÉDIA,Loja Lábrea,2020-04-15 18:30:23.290,13.783999999999999,0.6202799999999999,Não,Não,Sem devolução
26202254,74291,LAZARO,ENT C/ HORA AGENDADA,Loja Manicoré,2020-04-15 18:30:32.155,18.144,0.8164799999999999,Não,Sim,Problema na Entrega
25385142,74640,ELISANGELA,RELÓGIO DE PAREDE,Loja Lábrea,2020-04-15 18:58:17.408,15.480000000000002,0.6966000000000001,Não,Sim,Antecipação de troca
25580830,74641,SUSY,GARRAFÃO,Loja Lábrea,2020-04-15 19:01:54.527,13.744,0.6184799999999999,Não,Não,Sem devolução
26207253,75918,ANGELA,BALANÇA ELETRÔNICA,Loja Lábrea,2020-04-15 19:25:43.756,14.424,0.64908,Não,Não,Sem devolução
23830958,76674,BARBARA,LAV AUTO DE 9 A 11KG,Loja Lábrea,2020-04-16 08:06:59.609,17.708000000000002,0.79686,Não,Sim,Defeito do produto
